序号,代码,名称,最新价,10日涨跌幅,10日主力净流入-净额,10日主力净流入-净占比,10日超大单净流入-净额,10日超大单净流入-净占比,10日大单净流入-净额,10日大单净流入-净占比,10日中单净流入-净额,10日中单净流入-净占比,10日小单净流入-净额,10日小单净流入-净占比
402,688018,乐鑫科技,91.55,-3.01,24751354.0,2.1,-8894214.0,-0.75,33645568.0,2.85,19260991.0,1.63,-44012346.0,-3.73
403,688507,索辰科技,96.95,-3.06,24732594.0,2.56,-1789643.0,-0.19,26522237.0,2.75,-30727478.0,-3.18,5994886.0,0.62
404,600807,济南高新,3.15,2.61,24702655.0,2.07,25500486.0,2.14,-797831.0,-0.07,-34980887.0,-2.94,10278236.0,0.86
405,605198,安德利,28.86,37.43,24583058.0,2.9,45129142.0,5.33,-20546084.0,-2.43,-30331160.0,-3.58,5748103.0,0.68
406,688147,微导纳米,36.45,-2.41,24573151.0,2.2,15276749.0,1.37,9296402.0,0.83,39871537.0,3.58,-64444686.0,-5.78
407,688062,迈威生物-U,34.09,0.29,24559342.0,2.7,23431920.0,2.58,1127422.0,0.12,-25038011.0,-2.75,478673.0,0.05
408,002824,和胜股份,16.68,10.17,24521186.0,2.88,16373687.0,1.92,8147499.0,0.96,544906.0,0.06,-25066095.0,-2.94
409,600694,大商股份,17.11,3.63,24441289.0,8.44,16940227.0,5.85,7501062.0,2.59,-15086838.0,-5.21,-9354455.0,-3.23
410,600170,上海建工,2.33,-3.72,24239958.0,2.1,18983099.0,1.65,5256859.0,0.46,-19913680.0,-1.73,-4326279.0,-0.38
411,688739,成大生物,27.41,-3.93,23819838.0,5.78,-5220492.0,-1.27,29040330.0,7.05,149015.0,0.04,-23968852.0,-5.82
412,603138,海量数据,14.88,0.34,23585791.0,1.13,53344398.0,2.55,-29758607.0,-1.42,-2105236.0,-0.1,-21480557.0,-1.03
413,002609,捷顺科技,9.47,4.18,23580868.0,0.6,48270415.0,1.23,-24689547.0,-0.63,89196470.0,2.28,-112777335.0,-2.88
414,603398,沐邦高科,19.42,-1.07,23451417.0,2.94,-3553703.0,-0.44,27005120.0,3.38,-1425986.0,-0.18,-22025426.0,-2.76
415,688191,智洋创新,16.15,-0.06,23372842.0,3.27,10453785.0,1.46,12919057.0,1.81,-7154500.0,-1.0,-16218342.0,-2.27
416,000550,江铃汽车,29.31,8.8,23300610.0,0.98,-13493702.0,-0.57,36794312.0,1.54,27824541.0,1.17,-51125152.0,-2.15
417,600587,新华医疗,22.77,-1.04,23060141.0,2.07,11178334.0,1.0,11881807.0,1.07,19521524.0,1.75,-42581668.0,-3.83
418,002953,日丰股份,11.53,5.59,22981120.0,2.89,37967629.0,4.77,-14986509.0,-1.88,11587867.0,1.46,-34568990.0,-4.35
419,601992,金隅集团,1.87,-3.61,22891948.0,4.49,1333590.0,0.26,21558358.0,4.23,1958643.0,0.38,-24850589.0,-4.88
420,600707,彩虹股份,7.21,2.12,22812095.0,1.13,29527911.0,1.46,-6715816.0,-0.33,62677439.0,3.09,-85489534.0,-4.22
421,603517,绝味食品,19.22,-10.06,22777632.0,1.03,-16102196.0,-0.73,38879828.0,1.76,-56044468.0,-2.53,33266834.0,1.5
422,600552,凯盛科技,12.5,10.82,22742120.0,0.77,31741573.0,1.08,-8999453.0,-0.3,-161055.0,-0.01,-22581065.0,-0.76
423,601825,沪农商行,6.61,4.59,22653129.0,1.23,53732981.0,2.93,-31079852.0,-1.69,-43603411.0,-2.37,20950282.0,1.14
424,300671,富满微,24.51,-3.81,22537889.0,1.2,3142827.0,0.17,19395062.0,1.03,43753831.0,2.33,-66291721.0,-3.53
425,603058,永吉股份,8.12,12.31,22495848.0,6.68,29730862.0,8.83,-7235014.0,-2.15,-6322120.0,-1.88,-16173728.0,-4.8
426,002553,南方精工,12.28,4.33,22424209.0,0.47,211175830.0,4.4,-188751621.0,-3.94,-162938385.0,-3.4,140514179.0,2.93
427,300889,爱克股份,13.32,16.33,22400444.0,5.18,28415847.0,6.57,-6015403.0,-1.39,-14945884.0,-3.46,-7454560.0,-1.72
428,600848,上海临港,9.82,-4.1,22398415.0,2.69,-22730392.0,-2.73,45128807.0,5.41,33883038.0,4.06,-56281454.0,-6.75
429,001872,招商港口,17.85,4.94,22387226.0,2.96,17050766.0,2.26,5336460.0,0.71,-37389448.0,-4.95,15002222.0,1.98
430,688506,百利天恒-U,125.09,-6.15,22357872.0,1.67,-13043901.0,-0.97,35401773.0,2.64,-24569582.0,-1.83,2211710.0,0.16
431,300981,中红医疗,12.34,6.38,22262361.0,2.66,15097390.0,1.8,7164971.0,0.86,10888805.0,1.3,-33151172.0,-3.96
432,603815,交建股份,7.38,8.21,22218566.0,3.86,7309576.0,1.27,14908990.0,2.59,13617765.0,2.36,-35836330.0,-6.22
433,605168,三人行,62.98,-7.95,22203563.0,0.87,-38871894.0,-1.51,61075457.0,2.38,-28047702.0,-1.09,5844139.0,0.23
434,000892,欢瑞世纪,3.29,3.46,21890326.0,1.44,60672659.0,3.99,-38782333.0,-2.55,-45349858.0,-2.98,23459532.0,1.54
435,600392,盛和资源,9.52,2.26,21819065.0,0.65,50218248.0,1.49,-28399183.0,-0.84,-61866931.0,-1.84,40047870.0,1.19
436,002755,奥赛康,9.99,-4.49,21698063.0,2.04,9257519.0,0.87,12440544.0,1.17,4203121.0,0.39,-25901185.0,-2.43
437,688114,华大智造,59.4,-13.18,21653539.0,2.38,9352764.0,1.03,12300775.0,1.35,15849586.0,1.74,-37503125.0,-4.11
438,688006,杭可科技,21.21,-6.07,21635364.0,1.98,-5484337.0,-0.5,27119701.0,2.48,24706482.0,2.26,-46341848.0,-4.24
439,605333,沪光股份,23.96,0.38,21541484.0,2.4,19558034.0,2.18,1983450.0,0.22,-28942830.0,-3.23,7401349.0,0.82
440,600165,宁科生物,4.4,108.53,21442457.0,1.74,-1067704.0,-0.09,22510161.0,1.82,-43983763.0,-3.57,22541305.0,1.83
441,300866,安克创新,76.55,-6.59,21432002.0,1.33,-6621847.0,-0.41,28053849.0,1.75,34548544.0,2.15,-55980544.0,-3.49
442,000651,格力电器,39.2,-0.88,21350870.0,0.14,-82554028.0,-0.56,103904898.0,0.71,-271153856.0,-1.84,249802947.0,1.7
443,600315,上海家化,18.11,-4.48,21295635.0,1.28,-16233853.0,-0.97,37529488.0,2.25,27847756.0,1.67,-49143388.0,-2.95
444,002370,亚太药业,3.52,-0.56,21178088.0,2.17,43205398.0,4.44,-22027310.0,-2.26,-28120744.0,-2.89,6942660.0,0.71
445,600986,浙文互联,5.24,5.01,21167957.0,0.35,-70038409.0,-1.16,91206366.0,1.52,52311359.0,0.87,-73479319.0,-1.22
446,603730,岱美股份,11.74,-6.45,21018402.0,2.81,9351220.0,1.25,11667182.0,1.56,-28698611.0,-3.84,7680211.0,1.03
447,600844,丹化科技,3.38,22.46,20929136.0,2.05,30494577.0,2.99,-9565441.0,-0.94,-5360666.0,-0.53,-15568470.0,-1.53
448,000514,渝 开 发,3.46,2.98,20872108.0,2.96,8477288.0,1.2,12394820.0,1.76,12538396.0,1.78,-33410500.0,-4.73
449,003020,立方制药,21.38,0.47,20807226.0,4.48,8582695.0,1.85,12224531.0,2.63,18876382.0,4.06,-39683610.0,-8.54
450,603359,东珠生态,5.1,-6.25,20759390.0,2.05,-9717630.0,-0.96,30477020.0,3.0,13499175.0,1.33,-34258568.0,-3.38
451,300973,立高食品,33.4,-8.49,20755238.0,2.88,3264307.0,0.45,17490931.0,2.43,-23424227.0,-3.26,2668988.0,0.37
452,605100,华丰股份,14.27,4.39,20608997.0,3.08,15066485.0,2.25,5542512.0,0.83,-9428083.0,-1.41,-11180915.0,-1.67
453,605008,长鸿高科,13.35,5.78,20584923.0,3.47,-8931560.0,-1.51,29516483.0,4.97,-9355763.0,-1.58,-11229160.0,-1.89
454,688298,东方生物,30.06,1.14,20525941.0,3.61,15950311.0,2.81,4575630.0,0.81,-2398008.0,-0.42,-18127933.0,-3.19
455,688276,百克生物,44.39,-17.34,20524646.0,1.72,-22088682.0,-1.85,42613328.0,3.57,26155222.0,2.19,-46679870.0,-3.91
456,603299,苏盐井神,8.93,8.24,20453583.0,2.59,-5888030.0,-0.75,26341613.0,3.34,11411818.0,1.45,-31865403.0,-4.04
457,688179,阿拉丁,14.48,-1.3,20321911.0,3.59,5227259.0,0.92,15094652.0,2.67,955638.0,0.17,-21277554.0,-3.76
458,603230,内蒙新华,15.8,9.19,20243338.0,0.57,60511587.0,1.71,-40268249.0,-1.14,2131065.0,0.06,-22374401.0,-0.63
459,600192,长城电工,4.69,6.35,20233626.0,3.81,7592.0,0.0,20226034.0,3.81,11574659.0,2.18,-31808288.0,-5.99
460,600422,昆药集团,21.14,5.17,20197790.0,0.91,-6223145.0,-0.28,26420935.0,1.19,-25460734.0,-1.15,5262948.0,0.24
461,600130,波导股份,3.96,4.49,20175644.0,1.14,54545393.0,3.09,-34369749.0,-1.95,-3969725.0,-0.22,-16205919.0,-0.92
462,688281,华秦科技,120.0,-8.64,20173139.0,2.21,29700004.0,3.25,-9526865.0,-1.04,33977038.0,3.72,-54150172.0,-5.93
463,600761,安徽合力,19.42,-5.5,20142077.0,1.1,-20378443.0,-1.11,40520520.0,2.2,35790052.0,1.95,-55932126.0,-3.04
464,600004,白云机场,10.07,-3.17,20107842.0,1.28,-25244547.0,-1.6,45352389.0,2.88,1837013.0,0.12,-21944849.0,-1.39
465,002705,新宝股份,16.43,2.24,19938822.0,2.03,13425371.0,1.36,6513451.0,0.66,-2013015.0,-0.2,-17925804.0,-1.82
466,001282,三联锻造,35.31,15.88,19887222.0,0.95,21958777.0,1.05,-2071555.0,-0.1,-30098918.0,-1.43,10211698.0,0.49
467,603529,爱玛科技,31.05,-3.54,19859617.0,2.35,9806894.0,1.16,10052723.0,1.19,30331059.0,3.59,-50190676.0,-5.94
468,600506,统一股份,14.18,9.5,19652121.0,0.59,80448260.0,2.41,-60796139.0,-1.82,-94448191.0,-2.83,74796077.0,2.24
469,688456,有研粉材,25.28,3.35,19650455.0,5.28,13008105.0,3.5,6642350.0,1.79,-4321828.0,-1.16,-15328623.0,-4.12
470,002227,奥 特 迅,9.63,3.22,19537182.0,2.17,31029775.0,3.45,-11492593.0,-1.28,-25788657.0,-2.86,6251479.0,0.69
471,605081,太和水,11.49,6.29,19504276.0,2.12,8785659.0,0.95,10718617.0,1.16,-9428744.0,-1.02,-10075533.0,-1.09
472,600022,山东钢铁,1.32,-2.22,19495325.0,2.8,24477859.0,3.51,-4982534.0,-0.72,-3482613.0,-0.5,-16012712.0,-2.3
473,002520,日发精机,5.8,8.01,19441373.0,0.77,93461393.0,3.68,-74020020.0,-2.92,-67881558.0,-2.67,48440190.0,1.91
474,000513,丽珠集团,37.55,-1.42,19383477.0,1.3,10953037.0,0.74,8430440.0,0.57,-47274122.0,-3.18,27890646.0,1.87
475,688538,和辉光电-U,2.16,-5.26,19322294.0,3.23,152767.0,0.03,19169527.0,3.2,12967319.0,2.17,-32289616.0,-5.39
476,603690,至纯科技,27.78,4.12,19136833.0,0.52,2018303.0,0.05,17118530.0,0.46,37012227.0,1.0,-56149068.0,-1.52
477,603603,退市博天,0.46,-54.0,19134730.0,28.42,15119345.0,22.46,4015385.0,5.96,-8363648.0,-12.42,-10771081.0,-16.0
478,000761,本钢板材,3.3,-0.9,19009320.0,2.52,19483505.0,2.58,-474185.0,-0.06,24522856.0,3.25,-43532177.0,-5.77
479,688629,华丰科技,26.7,19.09,19004864.0,0.5,36645109.0,0.97,-17640245.0,-0.47,-3171248.0,-0.08,-15833618.0,-0.42
480,002977,天箭科技,30.05,12.97,18987637.0,1.7,17325069.0,1.55,1662568.0,0.15,-12414793.0,-1.11,-6572843.0,-0.59
481,600425,青松建化,3.69,-2.38,18889528.0,1.79,-23704082.0,-2.24,42593610.0,4.03,56202177.0,5.32,-75091709.0,-7.11
482,002708,光洋股份,10.71,17.69,18863692.0,0.28,189086284.0,2.86,-170222592.0,-2.57,-87635418.0,-1.32,68771706.0,1.04
483,002653,海思科,27.04,-0.55,18831586.0,2.06,4445012.0,0.49,14386574.0,1.57,25874118.0,2.83,-44705707.0,-4.89
484,688279,峰岹科技,102.46,-3.34,18816312.0,4.58,13048816.0,3.17,5767496.0,1.4,16018989.0,3.9,-34835298.0,-8.47
485,688255,凯尔达,21.48,4.07,18812003.0,4.83,2509279.0,0.64,16302724.0,4.19,-2811897.0,-0.72,-16000111.0,-4.11
486,000600,建投能源,6.34,11.03,18726464.0,0.86,77292085.0,3.57,-58565621.0,-2.7,8552063.0,0.39,-27278526.0,-1.26
487,300285,国瓷材料,17.04,-7.59,18590297.0,1.04,-44727241.0,-2.5,63317538.0,3.53,97216353.0,5.42,-115806649.0,-6.46
488,600320,振华重工,3.29,-0.3,18390347.0,2.4,-7388213.0,-0.96,25778560.0,3.36,15222864.0,1.98,-33613209.0,-4.38
489,002803,吉宏股份,16.83,4.08,18382543.0,0.55,-15763492.0,-0.47,34146035.0,1.02,115099246.0,3.45,-133481788.0,-4.0
490,600901,江苏金租,4.61,-2.12,18350515.0,1.41,-8757030.0,-0.67,27107545.0,2.08,31620015.0,2.43,-49970533.0,-3.83
491,605366,宏柏新材,7.0,2.79,18229178.0,2.01,-281144.0,-0.03,18510322.0,2.04,-10658010.0,-1.18,-7571169.0,-0.84
492,000650,仁和药业,6.52,-0.91,18216539.0,1.82,13472625.0,1.35,4743914.0,0.47,-17130271.0,-1.71,-1086269.0,-0.11
493,688502,茂莱光学,111.44,-13.34,18170316.0,1.39,16445279.0,1.26,1725037.0,0.13,-10625642.0,-0.81,-7544677.0,-0.58
494,605005,合兴股份,17.2,9.21,18098673.0,1.53,33048150.0,2.8,-14949477.0,-1.27,27462132.0,2.33,-45560807.0,-3.86
495,000586,汇源通信,10.41,-3.07,18083972.0,1.04,33482158.0,1.92,-15398186.0,-0.88,-58271326.0,-3.34,40187359.0,2.3
496,600458,时代新材,10.93,10.07,17907981.0,1.67,4931025.0,0.46,12976956.0,1.21,-25231377.0,-2.35,7323395.0,0.68
497,301259,艾布鲁,22.01,2.66,17845862.0,2.64,-15489935.0,-2.29,33335797.0,4.94,-9066992.0,-1.34,-8778870.0,-1.3
498,002551,尚荣医疗,3.21,8.45,17697233.0,1.62,24846712.0,2.27,-7149479.0,-0.65,-16039357.0,-1.47,-1657874.0,-0.15
499,300959,线上线下,28.03,0.39,17573265.0,3.91,-3202935.0,-0.71,20776200.0,4.62,-2437163.0,-0.54,-15136101.0,-3.37
500,600081,东风科技,10.37,5.28,17554733.0,0.85,21749640.0,1.05,-4194907.0,-0.2,-56897521.0,-2.75,39342788.0,1.9
501,601326,秦港股份,3.21,1.58,17548635.0,2.22,6673648.0,0.85,10874987.0,1.38,1017437.0,0.13,-18566070.0,-2.35
502,600232,金鹰股份,4.95,5.54,17537071.0,4.06,22663099.0,5.24,-5126028.0,-1.19,-21921361.0,-5.07,4384296.0,1.01
503,600284,浦东建设,5.95,-1.49,17504546.0,2.54,6979057.0,1.01,10525489.0,1.53,15192775.0,2.21,-32697319.0,-4.75
504,002157,*ST 正邦,2.65,5.58,17461981.0,1.91,7781782.0,0.85,9680199.0,1.06,-4879349.0,-0.53,-12582631.0,-1.38
505,688409,富创精密,66.47,1.39,17460400.0,1.07,30295035.0,1.86,-12834635.0,-0.79,-11997100.0,-0.74,-5463305.0,-0.33
506,600791,京能置业,4.12,14.13,17322952.0,1.87,18509973.0,2.0,-1187021.0,-0.13,613283.0,0.07,-17936233.0,-1.94
507,300873,海晨股份,18.09,-0.6,17221440.0,2.76,-7029259.0,-1.13,24250699.0,3.88,4708037.0,0.75,-21929476.0,-3.51
508,000517,荣安地产,2.28,-1.72,17218921.0,1.96,1884821.0,0.21,15334100.0,1.74,10235493.0,1.16,-27454408.0,-3.12
509,002626,金达威,15.44,11.16,17082516.0,1.62,20134922.0,1.91,-3052406.0,-0.29,14629713.0,1.39,-31712228.0,-3.01
510,301062,上海艾录,9.58,10.75,17048599.0,2.79,876495.0,0.14,16172104.0,2.65,19941478.0,3.27,-36990072.0,-6.06
511,600715,文投控股,3.15,30.17,17005315.0,0.3,142098573.0,2.49,-125093258.0,-2.19,-167473977.0,-2.93,150468691.0,2.64
512,603566,普莱柯,16.95,2.17,16964454.0,3.14,2644687.0,0.49,14319767.0,2.65,-14725897.0,-2.72,-2238556.0,-0.41
513,600172,黄河旋风,3.14,-0.95,16921767.0,1.11,23045739.0,1.51,-6123972.0,-0.4,-20635641.0,-1.36,3713870.0,0.24
514,600599,ST熊猫,11.01,15.41,16800537.0,2.72,12899059.0,2.09,3901478.0,0.63,-3168917.0,-0.51,-13631622.0,-2.21
515,688612,威迈斯,35.16,-4.07,16747324.0,3.98,13931706.0,3.31,2815618.0,0.67,2400471.0,0.57,-19147796.0,-4.55
516,002873,新天药业,12.58,1.7,16730279.0,1.14,-19729260.0,-1.34,36459539.0,2.48,-46515320.0,-3.17,29785042.0,2.03
517,603232,格尔软件,12.64,8.59,16700334.0,1.36,49157257.0,4.0,-32456923.0,-2.64,10349788.0,0.84,-27050121.0,-2.2
518,600525,长园集团,4.64,-0.22,16678129.0,3.47,6858962.0,1.43,9819167.0,2.05,138729.0,0.03,-16816856.0,-3.5
519,300283,温州宏丰,5.24,5.43,16556513.0,2.56,-2477630.0,-0.38,19034143.0,2.95,138461.0,0.02,-16694975.0,-2.58
520,600336,澳柯玛,5.15,7.52,16554999.0,1.33,14217281.0,1.14,2337718.0,0.19,22114954.0,1.77,-38669951.0,-3.1
521,000959,首钢股份,3.15,-2.17,16538582.0,1.92,7504672.0,0.87,9033910.0,1.05,-18385855.0,-2.13,1847273.0,0.21
522,600615,丰华股份,12.33,21.6,16500923.0,1.66,28841775.0,2.91,-12340852.0,-1.24,-20792237.0,-2.1,4291316.0,0.43
523,300450,先导智能,23.8,3.48,16472547.0,0.17,651059.0,0.01,15821488.0,0.16,32834540.0,0.34,-49307118.0,-0.51
524,601298,青岛港,7.33,4.71,16387011.0,1.72,27397598.0,2.88,-11010587.0,-1.16,-13578421.0,-1.43,-2808593.0,-0.3
525,001288,运机集团,19.98,6.84,16375075.0,5.04,-312597.0,-0.1,16687672.0,5.13,-5295986.0,-1.63,-11079091.0,-3.41
526,688778,厦钨新能,32.08,-7.01,16258309.0,3.11,8045339.0,1.54,8212970.0,1.57,21222692.0,4.05,-37480997.0,-7.16
527,603663,三祥新材,13.56,22.49,16225073.0,0.63,95184372.0,3.69,-78959299.0,-3.06,-20145194.0,-0.78,3920121.0,0.15
528,601811,新华文轩,14.94,4.48,16165192.0,2.06,4787425.0,0.61,11377767.0,1.45,-14502332.0,-1.85,-1662857.0,-0.21
529,300572,安车检测,13.9,10.49,16139940.0,1.65,7712460.0,0.79,8427480.0,0.86,26509154.0,2.7,-42649090.0,-4.35
530,688165,埃夫特-U,10.07,4.9,16103448.0,2.52,12637324.0,1.98,3466124.0,0.54,21631737.0,3.38,-37735185.0,-5.9
531,002601,龙佰集团,18.45,-2.07,16085816.0,0.87,30995096.0,1.67,-14909280.0,-0.8,-68351473.0,-3.68,52265659.0,2.82
532,603871,嘉友国际,23.65,3.5,15923080.0,1.6,22682029.0,2.28,-6758949.0,-0.68,22825926.0,2.29,-38749010.0,-3.9
533,300320,海达股份,6.37,2.91,15858912.0,2.24,3861832.0,0.55,11997080.0,1.7,18670321.0,2.64,-34529229.0,-4.89
534,001201,东瑞股份,21.36,23.4,15847415.0,2.01,8741948.0,1.11,7105467.0,0.9,-9903540.0,-1.25,-5943875.0,-0.75
535,603216,梦天家居,11.6,16.47,15833127.0,2.46,6540192.0,1.02,9292935.0,1.44,29335873.0,4.55,-45168999.0,-7.01
536,600231,凌钢股份,1.74,-2.79,15776367.0,5.65,12798842.0,4.58,2977525.0,1.07,-11470540.0,-4.11,-4305826.0,-1.54
537,600793,宜宾纸业,11.12,18.05,15683753.0,2.33,9478945.0,1.41,6204808.0,0.92,-13139700.0,-1.95,-2544051.0,-0.38
538,002889,东方嘉盛,23.11,6.4,15642925.0,0.67,79685973.0,3.42,-64043048.0,-2.75,-71535453.0,-3.07,55892529.0,2.4
539,301391,卡莱特,124.7,4.35,15619991.0,1.61,-3534215.0,-0.36,19154206.0,1.97,-17838118.0,-1.84,2218126.0,0.23
540,002007,华兰生物,19.81,-3.03,15533185.0,0.94,-31223777.0,-1.89,46756962.0,2.83,-20805697.0,-1.26,5272511.0,0.32
541,000688,国城矿业,11.41,12.75,15527532.0,1.8,7607313.0,0.88,7920219.0,0.92,32038033.0,3.71,-47565566.0,-5.51
542,300294,博雅生物,27.78,-0.54,15517906.0,0.99,14090694.0,0.9,1427212.0,0.09,75370487.0,4.81,-90888393.0,-5.8
543,003012,东鹏控股,7.45,-1.97,15464485.0,3.38,9095138.0,1.99,6369347.0,1.39,-16659711.0,-3.64,1195227.0,0.26
544,002326,永太科技,10.41,0.39,15418332.0,0.74,52096943.0,2.5,-36678611.0,-1.76,-15085763.0,-0.73,-332569.0,-0.02
545,601065,江盐集团,10.58,7.74,15315609.0,1.4,64916.0,0.01,15250693.0,1.39,14143085.0,1.29,-29458695.0,-2.69
546,300281,金明精机,4.89,6.3,15239402.0,1.66,12538511.0,1.36,2700891.0,0.29,-3481088.0,-0.38,-11758315.0,-1.28
547,000922,佳电股份,11.69,21.52,15151538.0,0.45,88419919.0,2.63,-73268381.0,-2.18,-14324080.0,-0.43,-827454.0,-0.02
548,688188,柏楚电子,282.11,0.16,15066190.0,1.0,-23067126.0,-1.53,38133316.0,2.53,297535.0,0.02,-15363718.0,-1.02
549,603758,秦安股份,10.28,1.18,15046240.0,1.62,2965944.0,0.32,12080296.0,1.3,-2029265.0,-0.22,-13016974.0,-1.4
550,600829,人民同泰,6.57,0.46,15030701.0,4.16,7976881.0,2.21,7053820.0,1.95,-12367951.0,-3.42,-2662749.0,-0.74
551,002715,登云股份,15.08,18.65,14784503.0,1.22,49931178.0,4.11,-35146675.0,-2.89,-18131688.0,-1.49,3347187.0,0.28
552,603976,正川股份,15.22,5.62,14706896.0,3.56,13690929.0,3.31,1015967.0,0.25,5325300.0,1.29,-20032195.0,-4.84
553,000785,居然之家,2.84,-4.7,14660924.0,2.8,5854160.0,1.12,8806764.0,1.68,13886507.0,2.65,-28547430.0,-5.46
554,002719,麦趣尔,8.85,10.21,14629988.0,1.45,57275850.0,5.69,-42645862.0,-4.24,-29010340.0,-2.88,14380349.0,1.43
555,603281,江瀚新材,24.43,3.21,14593823.0,3.0,10719640.0,2.2,3874183.0,0.8,-15719073.0,-3.23,1125252.0,0.23
556,002789,建艺集团,10.52,5.41,14493715.0,4.48,-616697.0,-0.19,15110412.0,4.67,-4098016.0,-1.27,-10395700.0,-3.21
557,603363,傲农生物,5.6,41.06,14441304.0,0.27,180868995.0,3.42,-166427691.0,-3.14,-107852712.0,-2.04,93411400.0,1.76
558,301187,欧圣电气,18.6,6.35,14233736.0,2.33,8031962.0,1.32,6201774.0,1.02,15655468.0,2.56,-29889207.0,-4.89
559,002827,高争民爆,15.15,0.73,14216816.0,1.48,1531342.0,0.16,12685474.0,1.32,-5981159.0,-0.62,-8235654.0,-0.86
560,605118,力鼎光电,19.18,8.06,14186196.0,0.66,52902739.0,2.47,-38716543.0,-1.81,616004.0,0.03,-14802197.0,-0.69
561,002582,好想你,6.91,12.54,14155235.0,1.18,-17843847.0,-1.48,31999082.0,2.66,21288258.0,1.77,-35443491.0,-2.95
562,688526,科前生物,17.51,8.35,14116447.0,2.38,6842810.0,1.16,7273637.0,1.23,8490029.0,1.43,-22606478.0,-3.82
563,300833,浩洋股份,98.7,0.73,14045280.0,4.35,5099741.0,1.58,8945539.0,2.77,-7135821.0,-2.21,-6909460.0,-2.14
564,000089,深圳机场,6.72,3.54,13916142.0,1.69,-11349669.0,-1.38,25265811.0,3.07,-825934.0,-0.1,-13090208.0,-1.59
565,000952,广济药业,5.74,1.77,13912834.0,4.22,7874183.0,2.39,6038651.0,1.83,-2907311.0,-0.88,-11005518.0,-3.34
566,600658,电子城,4.03,0.5,13784882.0,2.92,5788296.0,1.23,7996586.0,1.69,-15820230.0,-3.35,2035351.0,0.43
567,688234,天岳先进,47.03,-11.3,13754196.0,0.84,-19297836.0,-1.17,33052032.0,2.01,41100649.0,2.5,-54854844.0,-3.34
568,688315,诺禾致源,14.15,-8.18,13751914.0,2.5,-218659.0,-0.04,13970573.0,2.54,21562361.0,3.92,-35314274.0,-6.42
569,603801,志邦家居,16.18,-4.03,13696380.0,1.08,-3889551.0,-0.31,17585931.0,1.39,-20502513.0,-1.61,6806131.0,0.54
570,000552,甘肃能化,2.93,-2.01,13658560.0,2.3,12135463.0,2.05,1523097.0,0.26,-6048545.0,-1.02,-7610009.0,-1.28
571,688198,佰仁医疗,110.16,-9.43,13601229.0,3.45,-8692072.0,-2.21,22293301.0,5.66,15751799.0,4.0,-29353032.0,-7.45
572,688631,莱斯信息,67.5,87.6,13444842.0,0.24,24710969.0,0.44,-11266127.0,-0.2,4826301.0,0.09,-18271149.0,-0.32
573,688489,三未信安,32.6,-5.12,13443506.0,3.06,4689587.0,1.07,8753919.0,1.99,2427893.0,0.55,-15871403.0,-3.61
574,002275,桂林三金,14.09,-1.05,13442308.0,4.14,2167366.0,0.67,11274942.0,3.47,-9407311.0,-2.89,-4034994.0,-1.24
575,301002,崧盛股份,17.15,17.39,13221846.0,4.39,17833068.0,5.93,-4611222.0,-1.53,-3771.0,0.0,-13218074.0,-4.39
576,002443,金洲管道,6.37,4.26,13219083.0,1.91,4310625.0,0.62,8908458.0,1.29,-11222165.0,-1.62,-1996917.0,-0.29
577,688393,安必平,19.37,5.04,13132392.0,1.98,1466653.0,0.22,11665739.0,1.76,6502919.0,0.98,-19635311.0,-2.96
578,603578,三星新材,13.23,8.0,13120842.0,2.99,7138174.0,1.63,5982668.0,1.37,23106337.0,5.27,-36227176.0,-8.27
579,603776,永安行,11.22,-2.77,13104577.0,1.76,-6421144.0,-0.86,19525721.0,2.63,-9915065.0,-1.33,-3189512.0,-0.43
580,002250,联化科技,5.98,-9.67,12959619.0,1.13,3226288.0,0.28,9733331.0,0.85,3485131.0,0.3,-16444743.0,-1.43
581,688217,睿昂基因,26.85,3.35,12951898.0,6.16,7409992.0,3.52,5541906.0,2.64,-1875089.0,-0.89,-11076810.0,-5.27
582,603739,蔚蓝生物,11.16,5.18,12926277.0,1.54,-5838260.0,-0.7,18764537.0,2.24,42747597.0,5.11,-55673877.0,-6.65
583,600098,广州发展,5.98,1.7,12863693.0,1.6,-20716110.0,-2.57,33579803.0,4.17,2130031.0,0.26,-14993722.0,-1.86
584,300396,迪瑞医疗,22.38,-14.19,12776026.0,1.45,-7099013.0,-0.81,19875039.0,2.26,6593697.0,0.75,-19369723.0,-2.2
585,000561,烽火电子,8.2,8.75,12732081.0,1.42,51079239.0,5.7,-38347158.0,-4.28,-27324831.0,-3.05,14592749.0,1.63
586,000868,安凯客车,4.61,-0.86,12696323.0,1.21,13620146.0,1.3,-923823.0,-0.09,-50749881.0,-4.84,38053555.0,3.63
587,603052,可川科技,41.45,18.02,12669081.0,0.7,30804428.0,1.71,-18135347.0,-1.01,-48272994.0,-2.68,35603913.0,1.98
588,600219,南山铝业,3.37,4.33,12667957.0,0.4,-47460893.0,-1.51,60128850.0,1.91,-37375208.0,-1.19,24707245.0,0.78
589,002528,英飞拓,7.07,-1.26,12667133.0,0.59,50695127.0,2.38,-38027994.0,-1.78,-39460215.0,-1.85,26793084.0,1.26
590,603538,美诺华,14.03,1.52,12663058.0,1.73,-8091033.0,-1.1,20754091.0,2.83,21502152.0,2.93,-34165209.0,-4.66
591,688253,英诺特,36.8,4.16,12573647.0,1.98,36893567.0,5.81,-24319920.0,-3.83,22890504.0,3.6,-35464153.0,-5.58
