序号,代码,名称,最新价,10日涨跌幅,10日主力净流入-净额,10日主力净流入-净占比,10日超大单净流入-净额,10日超大单净流入-净占比,10日大单净流入-净额,10日大单净流入-净占比,10日中单净流入-净额,10日中单净流入-净占比,10日小单净流入-净额,10日小单净流入-净占比
14,603993,洛阳钼业,8.17,13.63,395471944.0,2.24,244817144.0,1.39,150654800.0,0.85,-112167776.0,-0.64,-283304208.0,-1.61
15,601398,工商银行,5.25,1.16,375501247.0,2.86,6094467.0,0.05,369406780.0,2.81,-201631916.0,-1.53,-173869349.0,-1.32
16,601168,西部矿业,18.54,-3.44,353221799.0,3.1,30003162.0,0.26,323218637.0,2.83,263317753.0,2.31,-616539539.0,-5.41
17,603721,中广天择,43.0,32.8,337552629.0,3.01,487464931.0,4.35,-149912302.0,-1.34,-515818588.0,-4.6,178265944.0,1.59
18,601728,中国电信,5.98,6.03,322917684.0,4.92,305185853.0,4.65,17731831.0,0.27,-34628534.0,-0.53,-288289159.0,-4.4
19,601916,浙商银行,2.94,3.89,294115923.0,7.43,480746581.0,12.15,-186630658.0,-4.72,-179607444.0,-4.54,-114508477.0,-2.89
20,600577,精达股份,5.14,27.54,293136448.0,3.46,271243436.0,3.2,21893012.0,0.26,-38946543.0,-0.46,-254189939.0,-3.0
21,603501,韦尔股份,98.5,5.12,283891434.0,2.57,-107056670.0,-0.97,390948104.0,3.53,14250982.0,0.13,-298142416.0,-2.69
22,002371,北方华创,306.69,5.84,267325122.0,1.5,121516535.0,0.68,145808587.0,0.82,54507760.0,0.31,-321832838.0,-1.81
23,002938,鹏鼎控股,23.62,8.9,266385103.0,4.25,200278685.0,3.2,66106418.0,1.06,-165594793.0,-2.65,-100790330.0,-1.61
24,688111,金山办公,298.99,3.82,258644553.0,1.62,207472188.0,1.3,51172365.0,0.32,-201048400.0,-1.26,-57596194.0,-0.36
25,002405,四维图新,8.84,20.6,249670796.0,3.08,129262467.0,1.59,120408329.0,1.48,-25724470.0,-0.32,-223946344.0,-2.76
26,002151,北斗星通,32.28,14.43,247064043.0,2.58,259066014.0,2.7,-12001971.0,-0.13,-57300170.0,-0.6,-189763889.0,-1.98
27,002027,分众传媒,6.5,1.72,237626654.0,3.09,81918765.0,1.07,155707889.0,2.02,-195999196.0,-2.55,-41627443.0,-0.54
28,002352,顺丰控股,36.34,-6.07,227846506.0,3.71,221717836.0,3.61,6128670.0,0.1,-212907346.0,-3.47,-14939174.0,-0.24
29,300075,数字政通,17.49,17.54,225068048.0,3.11,216785969.0,3.0,8282079.0,0.11,-116653375.0,-1.61,-108414694.0,-1.5
30,000975,银泰黄金,16.92,5.35,222501177.0,5.29,56216114.0,1.34,166285063.0,3.95,-53965990.0,-1.28,-168535183.0,-4.01
31,001359,N平安电,33.11,90.4,222266764.0,22.25,43775262.0,4.38,178491502.0,17.87,321456253.0,32.18,-543723008.0,-54.44
32,603344,星德胜,28.18,46.92,206840191.0,3.98,17576060.0,0.34,189264131.0,3.64,328258211.0,6.31,-535098377.0,-10.29
33,001979,招商蛇口,9.66,2.77,206086654.0,3.61,165556746.0,2.9,40529908.0,0.71,-53232311.0,-0.93,-152854332.0,-2.68
34,300122,智飞生物,45.27,-12.49,197485218.0,2.0,198833329.0,2.01,-1348111.0,-0.01,-199415824.0,-2.02,1930596.0,0.02
35,600416,湘电股份,13.26,-2.43,190910327.0,6.71,42063558.0,1.48,148846769.0,5.24,-41989278.0,-1.48,-148921051.0,-5.24
36,603613,国联股份,23.49,13.04,188593768.0,3.51,19262260.0,0.36,169331508.0,3.16,2107413.0,0.04,-190701157.0,-3.55
37,300292,吴通控股,3.88,22.01,188397986.0,7.98,201818400.0,8.55,-13420414.0,-0.57,-33313019.0,-1.41,-155084965.0,-6.57
38,601865,福莱特,28.83,3.04,185980758.0,3.66,137552385.0,2.71,48428373.0,0.95,-83305300.0,-1.64,-102675458.0,-2.02
39,600887,伊利股份,27.81,-1.24,180478841.0,1.64,-342359347.0,-3.12,522838188.0,4.76,108931242.0,0.99,-289410083.0,-2.64
40,301538,骏鼎达,81.37,45.77,178730033.0,6.36,44709394.0,1.59,134020639.0,4.77,-123859063.0,-4.41,-54870983.0,-1.95
41,603936,博敏电子,8.82,13.81,172374650.0,4.75,166178455.0,4.58,6196195.0,0.17,7974228.0,0.22,-180348871.0,-4.97
42,300552,万集科技,31.23,54.53,169425474.0,2.24,160785323.0,2.12,8640151.0,0.11,-140846665.0,-1.86,-28578823.0,-0.38
43,688072,拓荆科技,187.14,-6.96,168252785.0,4.17,89222081.0,2.21,79030704.0,1.96,-199086625.0,-4.93,30833844.0,0.76
44,002373,千方科技,10.64,3.0,160438263.0,5.98,67028030.0,2.5,93410233.0,3.48,-5226674.0,-0.19,-155211593.0,-5.79
45,600183,生益科技,17.54,0.69,157568852.0,3.95,98322908.0,2.46,59245944.0,1.48,-70515761.0,-1.77,-87053086.0,-2.18
46,002422,科伦药业,30.24,0.07,157518543.0,3.34,11697071.0,0.25,145821472.0,3.09,1777482.0,0.04,-159296028.0,-3.37
47,300124,汇川技术,60.23,-6.01,154849574.0,2.19,60733798.0,0.86,94115776.0,1.33,-279253968.0,-3.96,124404402.0,1.76
48,300760,迈瑞医疗,279.89,-5.97,149535856.0,1.83,40838862.0,0.5,108696994.0,1.33,-185562889.0,-2.27,36027031.0,0.44
49,002869,金溢科技,21.78,33.78,149388515.0,4.69,164653004.0,5.17,-15264489.0,-0.48,-45581886.0,-1.43,-103806627.0,-3.26
50,603050,科林电气,24.74,19.81,140127593.0,3.94,186944380.0,5.26,-46816787.0,-1.32,-56600113.0,-1.59,-83527481.0,-2.35
51,300604,长川科技,31.45,6.29,137645414.0,2.42,-26753566.0,-0.47,164398980.0,2.89,12712305.0,0.22,-150357713.0,-2.64
52,603369,今世缘,59.39,7.84,137579757.0,4.57,33570787.0,1.11,104008970.0,3.45,-17374018.0,-0.58,-120205741.0,-3.99
53,300343,联创股份,6.8,28.06,136491354.0,3.68,135589847.0,3.66,901507.0,0.02,-32127309.0,-0.87,-104364054.0,-2.81
54,600583,海油工程,6.37,-3.63,133038588.0,3.53,44565485.0,1.18,88473103.0,2.35,195824762.0,5.19,-328863343.0,-8.72
55,601857,中国石油,9.25,5.23,132811934.0,0.94,-258069639.0,-1.83,390881573.0,2.78,-160467619.0,-1.14,27655761.0,0.2
56,300563,神宇股份,15.48,26.89,131942168.0,5.45,134346444.0,5.55,-2404276.0,-0.1,-8590481.0,-0.35,-123351684.0,-5.09
57,688005,容百科技,27.65,-11.04,128550156.0,4.45,-17741761.0,-0.61,146291917.0,5.07,28349972.0,0.98,-156900132.0,-5.44
58,600452,涪陵电力,13.35,10.06,127611779.0,7.99,53984286.0,3.38,73627493.0,4.61,2895315.0,0.18,-130507098.0,-8.17
59,000725,京东方Ａ,4.03,0.75,125617263.0,1.03,-133422297.0,-1.09,259039560.0,2.12,-82555560.0,-0.68,-43061749.0,-0.35
60,601666,平煤股份,12.23,-4.45,123950869.0,1.78,93658465.0,1.35,30292404.0,0.44,121109803.0,1.74,-245060681.0,-3.52
61,600028,中国石化,6.22,0.0,123610566.0,1.85,134581124.0,2.01,-10970558.0,-0.16,-44361148.0,-0.66,-79249428.0,-1.18
62,002130,沃尔核材,11.14,54.51,123551721.0,0.73,185517160.0,1.09,-61965439.0,-0.36,-53710140.0,-0.32,-69841587.0,-0.41
63,002496,辉丰股份,2.25,25.0,122475345.0,8.38,159106309.0,10.88,-36630964.0,-2.51,-78969710.0,-5.4,-43505632.0,-2.98
64,300832,新产业,67.29,-17.64,119358586.0,4.27,-4988912.0,-0.18,124347498.0,4.45,-199544102.0,-7.14,80185516.0,2.87
65,601128,常熟银行,7.03,3.53,117480695.0,5.42,83381972.0,3.85,34098723.0,1.57,-76306880.0,-3.52,-41173815.0,-1.9
66,300107,建新股份,6.52,32.25,117180566.0,3.2,198180419.0,5.41,-80999853.0,-2.21,-101327006.0,-2.77,-15853562.0,-0.43
67,300808,久量股份,19.76,26.02,116143615.0,4.9,125062731.0,5.28,-8919116.0,-0.38,-123536995.0,-5.21,7393381.0,0.31
68,600919,江苏银行,7.84,3.29,115393796.0,1.51,-80035398.0,-1.05,195429194.0,2.56,-137483207.0,-1.8,22089399.0,0.29
69,688299,长阳科技,11.13,9.76,114732232.0,13.01,33951894.0,3.85,80780338.0,9.16,15037.0,0.0,-114747266.0,-13.01
70,002078,太阳纸业,14.11,3.29,113177340.0,5.1,42579060.0,1.92,70598280.0,3.18,-5293197.0,-0.24,-107884144.0,-4.86
71,000807,云铝股份,13.62,11.82,108920239.0,1.51,88036303.0,1.22,20883936.0,0.29,-72893556.0,-1.01,-36026684.0,-0.5
72,000596,古井贡酒,262.44,8.56,107762093.0,2.43,1614381.0,0.04,106147712.0,2.39,28925986.0,0.65,-136688074.0,-3.08
73,600988,赤峰黄金,14.86,5.17,107611555.0,2.14,13828041.0,0.27,93783514.0,1.86,-98037292.0,-1.95,-9574262.0,-0.19
74,301486,致尚科技,52.78,46.33,107580114.0,2.35,107137942.0,2.34,442172.0,0.01,-55755415.0,-1.22,-51824702.0,-1.13
75,300020,银江技术,7.89,14.85,104971995.0,2.65,12010165.0,0.3,92961830.0,2.34,76557655.0,1.93,-181529649.0,-4.57
76,002999,天禾股份,6.75,15.38,103072840.0,8.88,139731255.0,12.04,-36658415.0,-3.16,-42781599.0,-3.69,-60291241.0,-5.19
77,300261,雅本化学,7.4,22.11,102810218.0,5.79,151394966.0,8.53,-48584748.0,-2.74,-19752702.0,-1.11,-83057515.0,-4.68
78,002565,顺灏股份,3.16,12.86,102459058.0,9.9,102300372.0,9.89,158686.0,0.02,-68581468.0,-6.63,-33877584.0,-3.28
79,603218,日月股份,11.4,4.3,101826096.0,3.19,55652323.0,1.74,46173773.0,1.44,-14141161.0,-0.44,-87684936.0,-2.74
80,600198,大唐电信,7.21,22.2,99656011.0,5.75,118655274.0,6.85,-18999263.0,-1.1,-17914762.0,-1.03,-81741248.0,-4.72
81,688686,奥普特,101.0,25.78,96692676.0,5.65,25643201.0,1.5,71049475.0,4.15,-12571945.0,-0.74,-84120735.0,-4.92
82,601975,招商南油,3.23,5.21,96110444.0,2.25,64015152.0,1.5,32095292.0,0.75,-101185580.0,-2.37,5075138.0,0.12
83,600276,恒瑞医药,46.21,-1.74,95837087.0,0.84,52006704.0,0.46,43830383.0,0.38,-28018189.0,-0.25,-67818908.0,-0.59
84,002829,星网宇达,24.37,19.64,94072911.0,2.69,184965260.0,5.28,-90892349.0,-2.6,-85314439.0,-2.44,-8758471.0,-0.25
85,601689,拓普集团,63.96,3.13,93802618.0,1.12,20563325.0,0.24,73239293.0,0.87,137433259.0,1.63,-231235851.0,-2.75
86,301091,深城交,35.88,46.63,92951935.0,1.49,197109260.0,3.17,-104157325.0,-1.68,-128172136.0,-2.06,35220202.0,0.57
87,002712,思美传媒,5.75,21.56,91139066.0,2.7,107234341.0,3.18,-16095275.0,-0.48,-23480548.0,-0.7,-67658517.0,-2.0
88,600773,西藏城投,11.81,20.51,91065115.0,6.55,31782959.0,2.29,59282156.0,4.26,1262620.0,0.09,-92327737.0,-6.64
89,002984,森麒麟,31.59,2.27,89649325.0,2.19,40364602.0,0.99,49284723.0,1.2,-137846242.0,-3.37,48196921.0,1.18
90,688036,传音控股,163.3,0.35,89273654.0,1.74,83369626.0,1.62,5904028.0,0.12,-331339073.0,-6.46,242065428.0,4.72
91,688066,航天宏图,24.72,0.94,88602600.0,2.57,32980811.0,0.96,55621789.0,1.61,35902065.0,1.04,-124504665.0,-3.61
92,000156,华数传媒,8.65,18.98,87043594.0,2.14,84237732.0,2.07,2805862.0,0.07,-41342655.0,-1.02,-45700929.0,-1.12
93,002676,顺威股份,5.08,30.93,86094322.0,7.77,126770558.0,11.44,-40676236.0,-3.67,-21046714.0,-1.9,-65047605.0,-5.87
94,000680,山推股份,7.86,17.84,85645801.0,3.07,126630735.0,4.53,-40984934.0,-1.47,-58603803.0,-2.1,-27042001.0,-0.97
95,600079,人福医药,19.35,-2.37,85630116.0,2.75,34090449.0,1.1,51539667.0,1.66,3163801.0,0.1,-88793919.0,-2.86
96,000701,厦门信达,4.79,12.18,85453810.0,6.46,66739587.0,5.05,18714223.0,1.42,-6191739.0,-0.47,-79262068.0,-5.99
97,688082,盛美上海,84.61,-9.15,85417578.0,3.78,56615330.0,2.51,28802248.0,1.27,66526532.0,2.94,-151944107.0,-6.73
98,603338,浙江鼎力,56.08,-5.37,85416524.0,3.69,68663636.0,2.97,16752888.0,0.72,-114346302.0,-4.95,28929783.0,1.25
99,000599,青岛双星,-,40.74,84888085.0,5.73,66971677.0,4.52,17916408.0,1.21,-20805713.0,-1.41,-64082374.0,-4.33
100,000999,华润三九,52.73,-1.99,84792674.0,2.71,94043192.0,3.0,-9250518.0,-0.3,-109339570.0,-3.49,24546894.0,0.78
101,603605,珀莱雅,93.3,-3.86,84481878.0,4.25,-8045270.0,-0.41,92527148.0,4.66,184748966.0,9.3,-269230848.0,-13.56
102,001330,博纳影业,6.78,16.9,84472808.0,5.39,12051290.0,0.77,72421518.0,4.62,13233498.0,0.85,-97706302.0,-6.24
103,688536,思瑞浦,98.69,-6.54,84235888.0,4.84,11666316.0,0.67,72569572.0,4.17,62888420.0,3.61,-147124312.0,-8.45
104,002343,慈文传媒,8.98,19.73,83875050.0,1.53,161797540.0,2.94,-77922490.0,-1.42,-65856220.0,-1.2,-18018831.0,-0.33
105,000895,双汇发展,25.78,-9.51,83288610.0,1.87,-30021115.0,-0.67,113309725.0,2.55,-188323065.0,-4.23,105034469.0,2.36
106,300777,中简科技,31.71,27.66,83150349.0,1.66,63616651.0,1.27,19533698.0,0.39,75359353.0,1.51,-158509695.0,-3.17
107,000981,山子高科,1.57,11.35,82477603.0,4.38,104888529.0,5.57,-22410926.0,-1.19,-48076598.0,-2.56,-34401002.0,-1.83
108,600511,国药股份,31.77,4.64,82226303.0,3.23,31355423.0,1.23,50870880.0,2.0,-46353403.0,-1.82,-35872895.0,-1.41
109,000039,中集集团,9.12,5.19,81296566.0,3.31,53065654.0,2.16,28230912.0,1.15,39668544.0,1.62,-120965111.0,-4.93
110,603225,新凤鸣,13.98,-2.51,80507192.0,5.13,36092295.0,2.3,44414897.0,2.83,7042698.0,0.45,-87549889.0,-5.58
111,300073,当升科技,38.04,6.97,80374511.0,1.44,36391315.0,0.65,43983196.0,0.79,56303140.0,1.01,-136677651.0,-2.45
112,688396,华润微,39.28,-4.36,79324237.0,4.64,16845304.0,0.98,62478933.0,3.65,-74260885.0,-4.34,-5063351.0,-0.3
113,002548,金新农,5.0,18.2,79295358.0,4.12,31140163.0,1.62,48155195.0,2.5,5326364.0,0.28,-84621723.0,-4.4
114,600642,申能股份,7.73,3.34,78933304.0,4.37,35811264.0,1.98,43122040.0,2.39,-12972660.0,-0.72,-65960647.0,-3.65
115,002893,京能热力,10.63,16.94,78797913.0,5.51,55425052.0,3.88,23372861.0,1.63,-22675844.0,-1.59,-56122065.0,-3.93
116,601966,玲珑轮胎,20.86,-3.78,78215022.0,3.2,-26579790.0,-1.09,104794812.0,4.28,-9444776.0,-0.39,-68770245.0,-2.81
117,600325,华发股份,7.14,1.85,77494475.0,3.09,120451856.0,4.8,-42957381.0,-1.71,-96823487.0,-3.86,19329013.0,0.77
118,601390,中国中铁,6.81,3.65,76698207.0,0.81,-21227523.0,-0.23,97925730.0,1.04,14462064.0,0.15,-91160294.0,-0.97
119,601577,长沙银行,7.71,2.12,76358640.0,5.58,47654644.0,3.48,28703996.0,2.1,-3273543.0,-0.24,-73085095.0,-5.34
120,603179,新泉股份,43.48,-3.38,74713462.0,3.85,72441198.0,3.73,2272264.0,0.12,-33093465.0,-1.7,-41619993.0,-2.14
121,601288,农业银行,4.17,0.24,74000353.0,0.5,21981024.0,0.15,52019329.0,0.35,-63277712.0,-0.43,-10722678.0,-0.07
122,688559,海目星,32.52,3.01,73839379.0,3.7,-1386581.0,-0.07,75225960.0,3.77,-5197104.0,-0.26,-68642274.0,-3.44
123,601949,中国出版,8.21,2.88,73259934.0,1.71,44399172.0,1.03,28860762.0,0.67,-2633398.0,-0.06,-70626532.0,-1.65
124,688213,思特威-W,49.95,-3.85,73159495.0,3.65,-9949485.0,-0.5,83108980.0,4.15,-46083956.0,-2.3,-27075540.0,-1.35
125,600159,大龙地产,3.25,17.75,72755436.0,3.61,87625826.0,4.35,-14870390.0,-0.74,-44274282.0,-2.2,-28481156.0,-1.41
126,300310,宜通世纪,4.55,12.62,72075711.0,3.28,41435416.0,1.88,30640295.0,1.39,9079224.0,0.41,-81154931.0,-3.69
127,603357,设计总院,9.91,16.31,71368925.0,2.6,182532077.0,6.65,-111163152.0,-4.05,-101619281.0,-3.7,30250357.0,1.1
128,301339,通行宝,18.6,11.85,71010152.0,3.62,8311119.0,0.42,62699033.0,3.2,60559742.0,3.09,-131569894.0,-6.71
129,002526,山东矿机,2.83,9.69,70739955.0,3.83,101741681.0,5.52,-31001726.0,-1.68,-51849854.0,-2.81,-18890096.0,-1.02
130,001309,德明利,129.32,34.5,70596641.0,0.95,91120704.0,1.23,-20524063.0,-0.28,-68422421.0,-0.92,-2174239.0,-0.03
131,603816,顾家家居,36.4,-5.31,70477416.0,4.87,21644232.0,1.5,48833184.0,3.37,-46766507.0,-3.23,-23710912.0,-1.64
132,301025,读客文化,13.9,59.4,69456198.0,2.28,74496289.0,2.45,-5040091.0,-0.17,26650742.0,0.88,-96106941.0,-3.16
133,300989,蕾奥规划,18.74,19.9,69318140.0,8.82,90823530.0,11.56,-21505390.0,-2.74,-44968324.0,-5.72,-24349811.0,-3.1
134,603018,华设集团,8.51,12.86,69238301.0,1.71,66028399.0,1.63,3209902.0,0.08,-33548241.0,-0.83,-35690064.0,-0.88
135,603918,金桥信息,15.9,-4.96,69135751.0,1.03,84394361.0,1.26,-15258610.0,-0.23,-247573302.0,-3.7,178437534.0,2.67
136,605296,神农集团,33.12,31.85,68289757.0,3.05,66738327.0,2.98,1551430.0,0.07,-48278628.0,-2.16,-20011130.0,-0.89
137,688326,经纬恒润-W,73.0,-3.25,67737282.0,3.9,10734520.0,0.62,57002762.0,3.28,44249650.0,2.55,-111986929.0,-6.45
138,301356,天振股份,18.32,14.5,67476080.0,7.97,31651470.0,3.74,35824610.0,4.23,-32480724.0,-3.84,-34995354.0,-4.13
139,002567,唐人神,6.14,6.23,67262206.0,2.21,6315925.0,0.21,60946281.0,2.01,-32078977.0,-1.06,-35183224.0,-1.16
140,603389,亚振家居,8.25,63.69,66422377.0,4.41,62196657.0,4.13,4225720.0,0.28,-58272181.0,-3.87,-8150200.0,-0.54
141,002980,华盛昌,26.99,28.04,65573837.0,4.17,84682726.0,5.38,-19108889.0,-1.21,-14703827.0,-0.93,-50870011.0,-3.23
142,600558,大西洋,4.09,9.65,65431061.0,6.27,-10416645.0,-1.0,75847706.0,7.27,23729754.0,2.27,-89160812.0,-8.55
143,002967,广电计量,14.85,17.11,65172597.0,1.59,44490259.0,1.09,20682338.0,0.5,-376619.0,-0.01,-64795978.0,-1.58
144,600023,浙能电力,6.51,10.71,64985769.0,2.03,42553567.0,1.33,22432202.0,0.7,-32567141.0,-1.02,-32418629.0,-1.01
145,600323,瀚蓝环境,16.26,0.93,64939261.0,5.55,6056932.0,0.52,58882329.0,5.03,16168932.0,1.38,-81108194.0,-6.93
146,603619,中曼石油,23.3,9.8,64369162.0,2.12,108611200.0,3.58,-44242038.0,-1.46,-122690459.0,-4.05,58321295.0,1.92
147,600378,昊华科技,32.83,11.25,64162585.0,4.7,24985113.0,1.83,39177472.0,2.87,9590983.0,0.7,-73753568.0,-5.41
148,688498,源杰科技,128.12,-13.78,63590516.0,0.9,59910149.0,0.85,3680367.0,0.05,-94080837.0,-1.34,30490304.0,0.43
149,603308,应流股份,13.75,9.82,62784889.0,1.54,69483923.0,1.71,-6699034.0,-0.16,195628.0,0.0,-62980514.0,-1.55
150,002932,明德生物,21.63,11.61,62345444.0,4.72,59311999.0,4.49,3033445.0,0.23,-13569975.0,-1.03,-48775464.0,-3.7
151,002636,金安国纪,7.45,11.03,61533279.0,4.78,45316520.0,3.52,16216759.0,1.26,2690866.0,0.21,-64224145.0,-4.99
152,002097,山河智能,8.29,12.33,61381696.0,0.97,164692044.0,2.6,-103310348.0,-1.63,-94538016.0,-1.5,33156318.0,0.52
153,688639,华恒生物,112.3,-5.36,60482415.0,6.44,17546916.0,1.87,42935499.0,4.57,-68668416.0,-7.32,8186001.0,0.87
154,600673,东阳光,8.67,12.89,60374658.0,4.59,-5780666.0,-0.44,66155324.0,5.03,-18190804.0,-1.38,-42183852.0,-3.21
155,000415,渤海租赁,2.26,6.1,60295440.0,4.72,90153382.0,7.05,-29857942.0,-2.34,-43494750.0,-3.4,-16800687.0,-1.31
156,688037,芯源微,110.6,-4.53,60126785.0,1.63,59165376.0,1.6,961409.0,0.03,14279317.0,0.39,-74406104.0,-2.02
157,688220,翱捷科技-U,39.98,-16.8,60003607.0,5.08,6687428.0,0.57,53316179.0,4.52,12349576.0,1.05,-72353182.0,-6.13
158,001696,宗申动力,7.38,15.31,59854605.0,2.11,103384918.0,3.64,-43530313.0,-1.53,-49964244.0,-1.76,-9890360.0,-0.35
159,000786,北新建材,28.61,2.77,59054810.0,1.97,43243782.0,1.45,15811028.0,0.53,45704704.0,1.53,-104759513.0,-3.5
160,002537,海联金汇,5.96,4.93,58503842.0,4.28,4080674.0,0.3,54423168.0,3.98,46416916.0,3.39,-104920755.0,-7.67
161,002532,天山铝业,6.39,7.04,58317532.0,1.94,-29747032.0,-0.99,88064564.0,2.92,22538920.0,0.75,-80856446.0,-2.68
162,002848,高斯贝尔,9.2,6.36,58294165.0,3.7,92485587.0,5.87,-34191422.0,-2.17,-54224049.0,-3.44,-4070114.0,-0.26
163,000965,天保基建,3.17,10.45,57542326.0,3.52,40266989.0,2.46,17275337.0,1.06,-11385224.0,-0.7,-46157102.0,-2.82
164,002331,皖通科技,8.18,21.19,56900646.0,2.48,52756802.0,2.3,4143844.0,0.18,43496863.0,1.9,-100397512.0,-4.38
165,605337,李子园,13.38,17.27,56681769.0,3.86,48289613.0,3.28,8392156.0,0.57,-16584482.0,-1.13,-40097290.0,-2.73
166,603477,巨星农牧,34.35,10.59,56611549.0,1.86,-35800861.0,-1.18,92412410.0,3.04,26639501.0,0.88,-83251048.0,-2.74
167,603596,伯特利,54.66,-8.79,56045823.0,1.61,58735018.0,1.68,-2689195.0,-0.08,-80117032.0,-2.3,24071211.0,0.69
168,000603,盛达资源,11.73,11.4,55331823.0,2.1,81161552.0,3.08,-25829729.0,-0.98,28416292.0,1.08,-83748111.0,-3.18
169,601058,赛轮轮胎,14.57,4.0,55201384.0,1.46,29862471.0,0.79,25338913.0,0.67,122979202.0,3.25,-178180586.0,-4.7
170,600257,大湖股份,6.67,30.53,55192376.0,1.27,73475872.0,1.69,-18283496.0,-0.42,18122184.0,0.42,-73314561.0,-1.69
171,002315,焦点科技,34.83,0.43,55046697.0,2.31,14583752.0,0.61,40462945.0,1.7,-14393740.0,-0.6,-40652955.0,-1.71
172,603607,京华激光,16.23,17.86,54899191.0,3.15,87712707.0,5.03,-32813516.0,-1.88,-54759787.0,-3.14,-139406.0,-0.01
173,603719,良品铺子,17.0,6.85,54815946.0,3.87,70495194.0,4.97,-15679248.0,-1.11,-19328940.0,-1.36,-35487001.0,-2.5
174,603899,晨光股份,35.4,-3.12,54797498.0,6.22,16999563.0,1.93,37797935.0,4.29,-23464256.0,-2.66,-31333242.0,-3.56
175,300318,博晖创新,5.76,22.81,54751162.0,8.39,36871253.0,5.65,17879909.0,2.74,-2704612.0,-0.41,-52046547.0,-7.98
176,000534,万泽股份,12.64,8.87,54502773.0,5.01,52752501.0,4.84,1750272.0,0.16,-515797.0,-0.05,-53986976.0,-4.96
177,300416,苏试试验,14.1,-0.28,54411198.0,2.37,28964243.0,1.26,25446955.0,1.11,13656771.0,0.59,-68067967.0,-2.96
178,600862,中航高科,19.48,-0.41,54261798.0,0.83,-16977190.0,-0.26,71238988.0,1.09,13068184.0,0.2,-67329957.0,-1.03
179,300740,水羊股份,19.17,13.9,54214181.0,3.84,81114568.0,5.74,-26900387.0,-1.9,-55817510.0,-3.95,1603332.0,0.11
180,002139,拓邦股份,9.12,1.56,54086510.0,2.72,38825751.0,1.95,15260759.0,0.77,-7129824.0,-0.36,-46956685.0,-2.36
181,600483,福能股份,10.24,5.03,53892376.0,3.04,13027949.0,0.73,40864427.0,2.3,20898625.0,1.18,-74791004.0,-4.21
182,002968,新大正,9.89,5.55,53873267.0,5.39,31640424.0,3.17,22232843.0,2.23,5793391.0,0.58,-59666656.0,-5.97
183,600984,建设机械,3.09,13.19,53841505.0,4.26,34419059.0,2.72,19422446.0,1.54,17334640.0,1.37,-71176144.0,-5.63
184,600657,信达地产,3.65,6.1,53078831.0,3.65,-11279120.0,-0.77,64357951.0,4.42,-925809.0,-0.06,-52153018.0,-3.58
185,000568,泸州老窖,185.06,-1.05,52791293.0,0.39,-297238162.0,-2.18,350029455.0,2.57,-156464577.0,-1.15,103673248.0,0.76
186,300260,新莱应材,27.99,7.28,52595103.0,1.39,11824073.0,0.31,40771030.0,1.08,19907965.0,0.53,-72503065.0,-1.92
187,603516,淳中科技,27.69,-6.7,52526907.0,1.27,-42216011.0,-1.02,94742918.0,2.29,-79172720.0,-1.91,26645813.0,0.64
188,603378,亚士创能,6.23,-3.56,52498074.0,4.45,27950905.0,2.37,24547169.0,2.08,18025698.0,1.53,-70523771.0,-5.97
