序号,代码,名称,最新价,5日涨跌幅,5日主力净流入-净额,5日主力净流入-净占比,5日超大单净流入-净额,5日超大单净流入-净占比,5日大单净流入-净额,5日大单净流入-净占比,5日中单净流入-净额,5日中单净流入-净占比,5日小单净流入-净额,5日小单净流入-净占比
699,603578,三星新材,13.23,-1.49,5019723.0,2.84,1189404.0,0.67,3830319.0,2.17,9822142.0,5.55,-14841862.0,-8.39
700,301102,兆讯传媒,14.79,-7.85,4935215.0,0.71,-7438137.0,-1.08,12373352.0,1.79,17961837.0,2.6,-22897048.0,-3.31
701,603103,横店影视,16.13,-3.87,4867417.0,1.41,236477.0,0.07,4630940.0,1.34,-6122283.0,-1.77,1254865.0,0.36
702,603339,四方科技,11.07,1.65,4848511.0,0.98,2009070.0,0.41,2839441.0,0.57,20940463.0,4.23,-25788975.0,-5.21
703,002662,京威股份,3.2,-2.44,4847368.0,1.21,4027855.0,1.0,819513.0,0.2,-15926152.0,-3.97,11078788.0,2.76
704,688199,久日新材,18.66,-6.61,4821303.0,4.72,3301935.0,3.23,1519368.0,1.49,-2547923.0,-2.49,-2273380.0,-2.22
705,688139,海尔生物,28.31,-8.02,4792670.0,1.78,9463672.0,3.51,-4671002.0,-1.73,9748039.0,3.62,-14540708.0,-5.4
706,003038,鑫铂股份,30.17,-7.31,4788551.0,1.93,7630075.0,3.08,-2841524.0,-1.15,-2760550.0,-1.11,-2028000.0,-0.82
707,000703,恒逸石化,6.42,-3.6,4766964.0,1.29,-10684222.0,-2.88,15451186.0,4.17,-7753391.0,-2.09,2986426.0,0.81
708,688622,禾信仪器,20.84,-7.95,4758931.0,5.63,2607770.0,3.08,2151161.0,2.54,836780.0,0.99,-5595714.0,-6.62
709,600170,上海建工,2.33,-3.32,4741599.0,0.79,651103.0,0.11,4090496.0,0.68,-19200704.0,-3.22,14459105.0,2.42
710,002971,和远气体,26.83,-3.84,4695783.0,1.96,-397812.0,-0.17,5093595.0,2.13,-2493750.0,-1.04,-2202033.0,-0.92
711,600653,申华控股,1.64,-4.09,4685831.0,4.63,4441317.0,4.38,244514.0,0.24,-3308951.0,-3.27,-1376878.0,-1.36
712,600626,申达股份,3.01,-4.75,4655529.0,3.79,3122011.0,2.54,1533518.0,1.25,-11729758.0,-9.55,7074229.0,5.76
713,301148,嘉戎技术,19.26,8.51,4648440.0,1.07,-2762896.0,-0.64,7411336.0,1.71,28052316.0,6.46,-32700755.0,-7.53
714,603776,永安行,11.22,-4.27,4638609.0,0.98,-22922108.0,-4.87,27560717.0,5.85,-3066365.0,-0.65,-1572244.0,-0.33
715,600107,美尔雅,5.17,0.98,4580838.0,2.27,3692635.0,1.83,888203.0,0.44,5076110.0,2.52,-9656947.0,-4.79
716,688166,博瑞医药,29.1,-11.84,4496433.0,0.34,-87960277.0,-6.6,92456710.0,6.94,-7091319.0,-0.53,2594886.0,0.19
717,603367,辰欣药业,14.24,-1.86,4481665.0,2.63,-821691.0,-0.48,5303356.0,3.11,4624493.0,2.71,-9106158.0,-5.34
718,301390,经纬股份,36.24,-7.79,4430265.0,2.02,-3347508.0,-1.53,7777773.0,3.55,-6569812.0,-3.0,2139545.0,0.98
719,688065,凯赛生物,43.56,-2.77,4382991.0,2.15,4306592.0,2.11,76399.0,0.04,12904924.0,6.32,-17287916.0,-8.46
720,603611,诺力股份,18.45,-3.4,4363219.0,0.83,2457239.0,0.46,1905980.0,0.36,1664259.0,0.31,-6027476.0,-1.14
721,600022,山东钢铁,1.32,-2.22,4344492.0,1.4,13729458.0,4.42,-9384966.0,-3.02,564018.0,0.18,-4908507.0,-1.58
722,001229,魅视科技,36.82,-3.74,4287005.0,0.56,-57763779.0,-7.59,62050784.0,8.15,-23251582.0,-3.06,18964576.0,2.49
723,605180,华生科技,18.73,61.05,4268595.0,1.06,2734058.0,0.68,1534537.0,0.38,-2518457.0,-0.62,-1750135.0,-0.43
724,600448,华纺股份,2.77,1.84,4242984.0,1.29,1913887.0,0.58,2329097.0,0.71,1842243.0,0.56,-6085223.0,-1.84
725,300851,交大思诺,25.04,-3.25,4232267.0,2.6,7164591.0,4.4,-2932324.0,-1.8,-3313954.0,-2.03,-918314.0,-0.56
726,300242,佳云科技,3.51,8.0,4150869.0,0.2,65097852.0,3.15,-60946983.0,-2.95,46488709.0,2.25,-50639573.0,-2.45
727,688070,纵横股份,52.4,-10.15,4070783.0,0.41,-6837037.0,-0.69,10907820.0,1.1,-25273444.0,-2.55,21202662.0,2.14
728,002346,柘中股份,9.6,-4.48,4051564.0,2.83,-1370553.0,-0.96,5422117.0,3.79,-3273250.0,-2.29,-778314.0,-0.54
729,002533,金杯电工,9.38,-2.39,4026967.0,0.82,3075643.0,0.62,951324.0,0.19,-5662818.0,-1.15,1635853.0,0.33
730,300163,先锋新材,2.7,-6.57,4013662.0,2.23,0.0,0.0,4013662.0,2.23,-10533715.0,-5.85,6520052.0,3.62
731,688196,卓越新能,24.53,-8.61,3983265.0,4.17,400091.0,0.42,3583174.0,3.75,14908871.0,15.59,-18892136.0,-19.75
732,603970,中农立华,17.65,-2.92,3980553.0,1.56,3147019.0,1.23,833534.0,0.33,8114479.0,3.18,-12095031.0,-4.74
733,000697,*ST炼石,7.17,2.43,3972312.0,0.84,842214.0,0.18,3130098.0,0.66,2796227.0,0.59,-6768539.0,-1.42
734,601218,吉鑫科技,3.14,-3.98,3959843.0,2.65,33697.0,0.02,3926146.0,2.63,-7682072.0,-5.14,3722230.0,2.49
735,000897,津滨发展,2.27,2.71,3958445.0,0.66,2379379.0,0.4,1579066.0,0.26,17515924.0,2.93,-21474369.0,-3.59
736,600379,宝光股份,8.47,-5.04,3954887.0,3.05,4003475.0,3.09,-48588.0,-0.04,689836.0,0.53,-4644721.0,-3.58
737,600662,外服控股,4.54,-4.62,3937831.0,2.11,-400984.0,-0.22,4338815.0,2.33,2052002.0,1.1,-5989832.0,-3.22
738,603088,宁波精达,7.78,-2.87,3921028.0,1.12,-2229414.0,-0.64,6150442.0,1.76,-14413369.0,-4.13,10492339.0,3.0
739,601665,齐鲁银行,4.29,-0.23,3907945.0,0.64,4185340.0,0.68,-277395.0,-0.05,-16874671.0,-2.75,12966727.0,2.12
740,301260,格力博,12.14,-8.58,3904291.0,1.67,-2575122.0,-1.1,6479413.0,2.76,-6281099.0,-2.68,2376810.0,1.01
741,300448,浩云科技,4.48,-5.49,3892693.0,1.1,-842032.0,-0.24,4734725.0,1.33,3112531.0,0.88,-7005223.0,-1.97
742,002977,天箭科技,30.05,-5.74,3860485.0,0.76,8008901.0,1.57,-4148416.0,-0.81,-4207829.0,-0.83,347344.0,0.07
743,688197,首药控股-U,53.77,8.43,3839305.0,1.57,-2153284.0,-0.88,5992589.0,2.46,16738754.0,6.86,-20578057.0,-8.43
744,688201,信安世纪,13.78,-10.58,3827553.0,0.66,-12655280.0,-2.19,16482833.0,2.85,22181534.0,3.83,-26009089.0,-4.49
745,300094,国联水产,4.18,7.73,3761445.0,0.13,28905393.0,1.03,-25143948.0,-0.89,17508719.0,0.62,-21270155.0,-0.75
746,001367,海森药业,33.4,-5.17,3746574.0,3.31,337913.0,0.3,3408661.0,3.01,-3501557.0,-3.09,-245015.0,-0.22
747,300938,信测标准,32.52,-4.16,3715983.0,2.01,-3588070.0,-1.94,7304053.0,3.95,-984944.0,-0.53,-2731039.0,-1.48
748,301376,致欧科技,25.38,3.97,3705158.0,1.13,88286.0,0.03,3616872.0,1.1,34890038.0,10.61,-38595197.0,-11.73
749,600643,爱建集团,4.4,-4.35,3695794.0,1.87,-3126531.0,-1.58,6822325.0,3.46,5626282.0,2.85,-9322074.0,-4.73
750,688066,航天宏图,24.72,-5.07,3692313.0,0.2,10539756.0,0.57,-6847443.0,-0.37,-18424800.0,-1.0,14732487.0,0.8
751,601187,厦门银行,5.21,-0.76,3683899.0,1.02,6459483.0,1.79,-2775584.0,-0.77,968023.0,0.27,-4651920.0,-1.29
752,600708,光明地产,1.99,-1.97,3679957.0,0.82,-6804014.0,-1.51,10483971.0,2.33,10231022.0,2.27,-13910982.0,-3.09
753,688488,艾迪药业,16.23,4.71,3675496.0,1.01,-16859827.0,-4.65,20535323.0,5.66,17978633.0,4.96,-21654127.0,-5.97
754,300873,海晨股份,18.09,-9.69,3643895.0,1.11,-7382530.0,-2.26,11026425.0,3.37,10648144.0,3.26,-14292037.0,-4.37
755,300816,艾可蓝,20.38,-2.02,3618188.0,2.4,-1356825.0,-0.9,4975013.0,3.3,10944201.0,7.26,-14562388.0,-9.66
756,300218,安利股份,13.05,-3.26,3556884.0,2.41,885057.0,0.6,2671827.0,1.81,-122326.0,-0.08,-3434559.0,-2.33
757,688786,悦安新材,36.98,-6.05,3555722.0,5.39,1795865.0,2.72,1759857.0,2.67,-303321.0,-0.46,-3252401.0,-4.93
758,601568,北元集团,4.41,-3.5,3553087.0,1.67,997858.0,0.47,2555229.0,1.2,3895461.0,1.83,-7448545.0,-3.5
759,001322,箭牌家居,9.66,-3.3,3536613.0,1.31,-1076842.0,-0.4,4613455.0,1.71,12820472.0,4.75,-16357082.0,-6.07
760,002930,宏川智慧,15.43,-3.56,3475989.0,1.89,-177906.0,-0.1,3653895.0,1.99,8652051.0,4.7,-12128037.0,-6.59
761,603309,维力医疗,10.66,-9.97,3445368.0,1.51,1404817.0,0.62,2040551.0,0.89,9881255.0,4.33,-13326621.0,-5.84
762,300565,科信技术,12.17,-5.59,3419801.0,0.73,-579895.0,-0.12,3999696.0,0.85,20644506.0,4.41,-24064306.0,-5.14
763,600696,岩石股份,13.64,-2.08,3398016.0,0.51,17230123.0,2.59,-13832107.0,-2.08,-5120811.0,-0.77,1722797.0,0.26
764,603722,阿科力,41.55,-0.95,3386686.0,1.79,-1925309.0,-1.02,5311995.0,2.81,-2790557.0,-1.48,-596129.0,-0.32
765,600812,华北制药,4.72,-4.84,3383127.0,1.48,2340150.0,1.03,1042977.0,0.46,501367.0,0.22,-3884493.0,-1.7
766,600715,文投控股,3.15,5.0,3361545.0,0.11,71481558.0,2.43,-68120013.0,-2.31,-104829693.0,-3.56,101468161.0,3.44
767,600639,浦东金桥,11.73,-2.49,3344790.0,0.28,-20682860.0,-1.73,24027650.0,2.01,3252306.0,0.27,-6597097.0,-0.55
768,603153,上海建科,19.15,2.13,3333846.0,0.25,-506700.0,-0.04,3840546.0,0.29,9171140.0,0.69,-12504984.0,-0.94
769,002573,清新环境,4.42,-4.33,3324382.0,2.76,1280085.0,1.06,2044297.0,1.7,1228445.0,1.02,-4552828.0,-3.78
770,002062,宏润建设,4.06,-3.33,3293602.0,3.0,2439136.0,2.22,854466.0,0.78,-7347144.0,-6.69,4053543.0,3.69
771,301130,西点药业,23.93,-0.37,3275582.0,3.23,9246547.0,9.11,-5970965.0,-5.88,1754083.0,1.73,-5029664.0,-4.95
772,600982,宁波能源,3.78,-2.07,3265147.0,2.18,4387361.0,2.93,-1122214.0,-0.75,-7105332.0,-4.74,3840184.0,2.56
773,300962,中金辐照,14.54,6.68,3208312.0,0.45,-12810115.0,-1.8,16018427.0,2.25,21086453.0,2.96,-24294767.0,-3.41
774,600007,中国国贸,21.99,11.34,3195210.0,0.63,-6289513.0,-1.23,9484723.0,1.86,21963745.0,4.3,-25158953.0,-4.92
775,688255,凯尔达,21.48,-6.89,3182422.0,2.33,-8867520.0,-6.48,12049942.0,8.81,2364115.0,1.73,-5546539.0,-4.05
776,300009,安科生物,9.62,-3.8,3177946.0,0.6,908869.0,0.17,2269077.0,0.43,28894654.0,5.47,-32072601.0,-6.07
777,300840,酷特智能,15.6,-4.88,3164020.0,0.74,-8736561.0,-2.03,11900581.0,2.77,1164921.0,0.27,-4328941.0,-1.01
778,000959,首钢股份,3.15,-3.37,3160835.0,0.82,1601674.0,0.42,1559161.0,0.41,-20249732.0,-5.26,17088897.0,4.44
779,300272,开能健康,5.28,4.14,3156582.0,1.0,-3627867.0,-1.15,6784449.0,2.15,14488663.0,4.59,-17645245.0,-5.59
780,688383,新益昌,68.99,-8.91,3134142.0,1.26,9630891.0,3.88,-6496749.0,-2.62,-2751595.0,-1.11,-382549.0,-0.15
781,002278,神开股份,4.66,-2.31,3124084.0,1.69,553820.0,0.3,2570264.0,1.39,935900.0,0.51,-4059983.0,-2.2
782,600608,ST沪科,4.19,6.35,3118163.0,4.55,1363351.0,1.99,1754812.0,2.56,1465016.0,2.14,-4583177.0,-6.68
783,603181,皇马科技,9.5,-3.26,3107905.0,5.15,952312.0,1.58,2155593.0,3.57,791266.0,1.31,-3899170.0,-6.46
784,688087,英科再生,24.6,-1.24,3088071.0,2.93,2281305.0,2.16,806766.0,0.77,-2600819.0,-2.47,-487255.0,-0.46
785,600512,腾达建设,2.17,-3.13,3082383.0,2.12,305296.0,0.21,2777087.0,1.91,3960647.0,2.72,-7043027.0,-4.84
786,001319,铭科精技,19.45,-2.85,3059392.0,0.99,703675.0,0.23,2355717.0,0.76,-1380203.0,-0.45,-1679188.0,-0.54
787,002668,奥马电器,7.79,1.7,3043539.0,0.46,599589.0,0.09,2443950.0,0.37,30805638.0,4.63,-33849178.0,-5.09
788,600166,福田汽车,2.73,-4.21,3033255.0,0.19,-5838063.0,-0.36,8871318.0,0.55,-26802044.0,-1.67,23768788.0,1.48
789,688667,菱电电控,54.71,-4.02,3026123.0,1.25,-1873454.0,-0.77,4899577.0,2.02,8702694.0,3.58,-11728819.0,-4.83
790,600403,大有能源,3.29,-5.73,3007465.0,2.25,460398.0,0.34,2547067.0,1.9,-1545099.0,-1.15,-1462366.0,-1.09
791,688283,坤恒顺维,40.72,-3.6,2996450.0,2.47,1839496.0,1.51,1156954.0,0.95,10052292.0,8.27,-13048741.0,-10.74
792,000882,华联股份,1.49,-3.25,2958505.0,1.26,6514201.0,2.78,-3555696.0,-1.52,-862034.0,-0.37,-2096469.0,-0.9
793,300482,万孚生物,24.3,-7.99,2957657.0,0.69,-405504.0,-0.09,3363161.0,0.78,-7264993.0,-1.69,4307337.0,1.0
794,000631,顺发恒业,2.87,-2.05,2939642.0,1.21,1879000.0,0.77,1060642.0,0.44,-199486.0,-0.08,-2740155.0,-1.12
795,301298,东利机械,14.26,-5.31,2921420.0,0.93,3464498.0,1.1,-543078.0,-0.17,9169995.0,2.92,-12091415.0,-3.85
796,002265,建设工业,10.13,-6.64,2913644.0,1.4,-5168667.0,-2.49,8082311.0,3.89,-3881473.0,-1.87,967829.0,0.47
797,300483,首华燃气,8.6,-5.29,2797347.0,1.01,2171770.0,0.79,625577.0,0.23,7301178.0,2.64,-10098525.0,-3.65
798,600671,*ST目药,8.96,2.4,2778738.0,9.57,3398475.0,11.71,-619737.0,-2.14,-3188280.0,-10.98,409542.0,1.41
799,601717,郑煤机,14.07,0.21,2777813.0,0.29,-44330247.0,-4.58,47108060.0,4.86,50792562.0,5.25,-53570377.0,-5.53
800,002437,誉衡药业,2.13,-4.48,2774354.0,0.64,10784325.0,2.48,-8009971.0,-1.84,-1370046.0,-0.31,-1404308.0,-0.32
801,688625,呈和科技,32.33,-5.88,2760718.0,9.55,4180354.0,14.46,-1419636.0,-4.91,-899748.0,-3.11,-1860969.0,-6.44
802,002393,力生制药,24.45,-0.2,2757153.0,0.57,-7497188.0,-1.55,10254341.0,2.12,15516271.0,3.21,-18273424.0,-3.78
803,600486,扬农化工,51.12,-2.35,2748714.0,0.58,-594868.0,-0.13,3343582.0,0.7,25548121.0,5.37,-28296831.0,-5.95
804,300973,立高食品,33.4,-7.71,2714067.0,0.78,-3752116.0,-1.07,6466183.0,1.85,11424053.0,3.27,-14138121.0,-4.04
805,002935,天奥电子,17.26,-3.09,2697249.0,0.75,-13522039.0,-3.75,16219288.0,4.5,-1456692.0,-0.4,-1240557.0,-0.34
806,688426,康为世纪,21.15,-4.17,2679536.0,8.38,-670664.0,-2.1,3350200.0,10.48,3041835.0,9.51,-5721369.0,-17.9
807,300992,泰福泵业,17.73,-2.1,2642985.0,2.49,-1908500.0,-1.8,4551485.0,4.28,6047070.0,5.69,-8690053.0,-8.18
808,000691,亚太实业,4.35,7.94,2637280.0,0.77,-2186028.0,-0.64,4823308.0,1.41,3912418.0,1.14,-6549697.0,-1.92
809,001318,阳光乳业,11.78,-2.16,2622859.0,1.42,-808086.0,-0.44,3430945.0,1.86,-282280.0,-0.15,-2340577.0,-1.27
810,600866,星湖科技,4.26,-4.05,2589746.0,1.45,-1046724.0,-0.59,3636470.0,2.03,1003554.0,0.56,-3593302.0,-2.01
811,300972,万辰集团,29.2,-9.03,2574796.0,1.36,-3055593.0,-1.62,5630389.0,2.98,19133405.0,10.12,-21708200.0,-11.48
812,002867,周大生,18.44,-0.16,2556059.0,0.46,-4329920.0,-0.77,6885979.0,1.23,14637646.0,2.61,-17193704.0,-3.07
813,002348,高乐股份,3.18,-5.64,2544727.0,1.38,848232.0,0.46,1696495.0,0.92,-5058134.0,-2.74,2513406.0,1.36
814,300673,佩蒂股份,11.02,-6.69,2516136.0,1.99,2245172.0,1.77,270964.0,0.21,6146586.0,4.85,-8662722.0,-6.84
815,601086,国芳集团,4.92,-3.53,2489844.0,0.26,14981989.0,1.54,-12492145.0,-1.29,-6208928.0,-0.64,3719085.0,0.38
816,688737,中自科技,21.9,-8.14,2485489.0,1.4,-505804.0,-0.29,2991293.0,1.69,6729176.0,3.8,-9214667.0,-5.2
817,603408,建霖家居,12.62,2.44,2407223.0,1.93,-157293.0,-0.13,2564516.0,2.06,-804896.0,-0.65,-1602327.0,-1.29
818,600692,亚通股份,5.43,-1.99,2404191.0,0.35,5638331.0,0.83,-3234140.0,-0.47,540915.0,0.08,-2945105.0,-0.43
819,000813,德展健康,2.91,-2.35,2387701.0,0.51,3155065.0,0.67,-767364.0,-0.16,15725392.0,3.36,-18113091.0,-3.87
820,000608,阳光股份,2.16,-4.0,2374638.0,1.41,-2495777.0,-1.48,4870415.0,2.89,4094168.0,2.43,-6468807.0,-3.83
821,000809,铁岭新城,2.06,-8.85,2362068.0,1.62,-3123751.0,-2.14,5485819.0,3.76,-2918291.0,-2.0,556225.0,0.38
822,300391,长药控股,5.26,-3.31,2356120.0,0.78,-5108330.0,-1.7,7464450.0,2.48,2451468.0,0.82,-4807588.0,-1.6
823,600599,ST熊猫,11.01,3.77,2327188.0,0.79,6904229.0,2.35,-4577041.0,-1.56,3739325.0,1.27,-6066513.0,-2.06
824,600281,华阳新材,3.55,-4.57,2326545.0,0.74,1019754.0,0.32,1306791.0,0.42,559513.0,0.18,-2886056.0,-0.92
825,600388,龙净环保,12.54,0.0,2317564.0,0.51,14119536.0,3.12,-11801972.0,-2.61,12253902.0,2.71,-14571464.0,-3.22
826,301195,北路智控,39.5,-4.08,2308963.0,1.13,6877023.0,3.37,-4568060.0,-2.24,5718472.0,2.8,-8027434.0,-3.93
827,300642,透景生命,13.93,-5.24,2305435.0,0.99,-2229414.0,-0.96,4534849.0,1.95,9852174.0,4.25,-12157607.0,-5.24
828,600320,振华重工,3.29,-2.37,2295635.0,0.61,-13503146.0,-3.6,15798781.0,4.21,19687267.0,5.25,-21982901.0,-5.86
829,301126,达嘉维康,9.41,-5.33,2289818.0,1.6,1318772.0,0.92,971046.0,0.68,-6497625.0,-4.53,4207807.0,2.94
830,301166,优宁维,29.98,-5.46,2275480.0,1.72,5449612.0,4.11,-3174132.0,-2.4,-2297147.0,-1.73,21668.0,0.02
831,200771,杭汽轮Ｂ,7.06,1.15,2254837.0,26.74,0.0,0.0,2254837.0,26.74,-1163868.0,-13.8,-1090970.0,-12.94
832,002989,中天精装,15.55,-1.33,2253637.0,0.81,-2505502.0,-0.9,4759139.0,1.7,19747840.0,7.06,-22001476.0,-7.87
833,688130,晶华微,30.79,-4.7,2199522.0,3.74,1156821.0,1.97,1042701.0,1.77,3935123.0,6.69,-6134644.0,-10.43
834,300259,新天科技,3.23,-4.15,2189953.0,1.57,0.0,0.0,2189953.0,1.57,-2045761.0,-1.46,-144189.0,-0.1
835,002769,普路通,7.59,16.59,2174268.0,0.98,14955891.0,6.72,-12781623.0,-5.74,-2551651.0,-1.15,377382.0,0.17
836,603505,金石资源,30.28,-1.69,2167033.0,0.33,574687.0,0.09,1592346.0,0.25,-9904484.0,-1.52,7737456.0,1.19
837,605338,巴比食品,16.79,-5.57,2091868.0,1.63,-848792.0,-0.66,2940660.0,2.29,379933.0,0.3,-2471800.0,-1.92
838,688321,微芯生物,16.81,-5.08,2090386.0,0.64,-7915245.0,-2.41,10005631.0,3.05,8372085.0,2.55,-10462473.0,-3.18
839,600405,动力源,4.62,-6.67,2062028.0,0.3,8317718.0,1.23,-6255690.0,-0.92,-20124292.0,-2.97,18062266.0,2.66
840,600052,东望时代,3.9,-3.94,2061321.0,1.21,-2922490.0,-1.71,4983811.0,2.91,7883802.0,4.61,-9945118.0,-5.82
841,600725,云维股份,2.69,-3.24,2059001.0,1.07,1550485.0,0.8,508516.0,0.26,-13461679.0,-6.98,11402680.0,5.91
842,002598,山东章鼓,8.56,-2.95,2017441.0,0.51,-235422.0,-0.06,2252863.0,0.57,20284528.0,5.1,-22301969.0,-5.61
843,300401,花园生物,9.71,-2.22,2008328.0,0.49,1903672.0,0.47,104656.0,0.03,12543163.0,3.08,-14551491.0,-3.58
844,300834,星辉环材,19.12,0.1,2005599.0,2.39,0.0,0.0,2005599.0,2.39,6865559.0,8.2,-8871160.0,-10.59
845,300102,乾照光电,7.09,-1.12,2002574.0,0.32,-391434.0,-0.06,2394008.0,0.38,21869033.0,3.5,-23871606.0,-3.82
846,603151,邦基科技,12.73,-5.56,1999653.0,1.11,5294213.0,2.93,-3294560.0,-1.82,1585814.0,0.88,-3585466.0,-1.98
847,300768,迪普科技,11.99,-6.25,1988596.0,0.28,-1639199.0,-0.23,3627795.0,0.5,21499537.0,2.99,-23488134.0,-3.27
848,200761,本钢板Ｂ,1.6,2.56,1972862.0,19.24,0.0,0.0,1972862.0,19.24,-1620084.0,-15.8,-352778.0,-3.44
849,300564,筑博设计,10.48,-1.23,1962218.0,1.41,-3454404.0,-2.48,5416622.0,3.88,4349313.0,3.12,-6311530.0,-4.52
850,002005,ST德豪,1.16,0.0,1949464.0,3.46,-1595647.0,-2.83,3545111.0,6.3,-3235933.0,-5.75,1286472.0,2.29
851,002755,奥赛康,9.99,0.5,1948182.0,0.42,2822910.0,0.62,-874728.0,-0.19,123727.0,0.03,-2071910.0,-0.45
852,688345,博力威,20.59,-12.61,1932655.0,1.98,-1603509.0,-1.64,3536164.0,3.62,2752577.0,2.82,-4685231.0,-4.79
853,603609,禾丰股份,7.08,-4.97,1927227.0,0.91,6998662.0,3.32,-5071435.0,-2.41,2117031.0,1.01,-4044259.0,-1.92
854,300147,香雪制药,4.55,2.48,1924811.0,0.35,-544839.0,-0.1,2469650.0,0.45,-5934254.0,-1.07,4009442.0,0.72
855,300071,福石控股,3.24,0.31,1889190.0,0.2,8973444.0,0.95,-7084254.0,-0.75,48024518.0,5.09,-49913707.0,-5.29
856,301326,捷邦科技,26.92,-5.34,1889005.0,1.03,-2176460.0,-1.19,4065465.0,2.22,-10153442.0,-5.55,8264438.0,4.52
857,605339,南侨食品,16.77,-4.93,1883001.0,1.48,-659284.0,-0.52,2542285.0,2.0,1230608.0,0.97,-3113608.0,-2.45
858,688793,倍轻松,30.38,-0.72,1864454.0,3.1,525018.0,0.87,1339436.0,2.23,4978274.0,8.28,-6842730.0,-11.38
859,603680,今创集团,7.89,-3.9,1854927.0,2.22,-61620.0,-0.07,1916547.0,2.3,981067.0,1.18,-2835993.0,-3.4
860,002949,华阳国际,11.21,-2.44,1850519.0,1.15,-382027.0,-0.24,2232546.0,1.39,1042577.0,0.65,-2893094.0,-1.8
861,603325,博隆技术,69.05,-7.08,1842341.0,0.55,-5703037.0,-1.71,7545378.0,2.26,13333106.0,3.99,-15175445.0,-4.54
862,002890,弘宇股份,12.57,-0.63,1834186.0,1.87,-596335.0,-0.61,2430521.0,2.48,3063094.0,3.13,-4897278.0,-5.0
863,600970,中材国际,11.35,3.75,1793854.0,0.15,4574339.0,0.37,-2780485.0,-0.23,12134954.0,0.99,-13928807.0,-1.13
864,688778,厦钨新能,32.08,-8.37,1793530.0,0.78,-2406295.0,-1.05,4199825.0,1.82,16496126.0,7.16,-18289653.0,-7.94
865,000900,现代投资,3.69,-2.12,1766409.0,1.36,-3925360.0,-3.02,5691769.0,4.37,1126918.0,0.87,-2893324.0,-2.22
866,600017,日照港,2.75,-1.43,1763733.0,0.68,-570876.0,-0.22,2334609.0,0.9,5654277.0,2.18,-7418008.0,-2.86
867,688212,澳华内镜,59.61,-5.38,1758433.0,1.18,751629.0,0.51,1006804.0,0.68,-752351.0,-0.51,-1006082.0,-0.68
868,688125,安达智能,30.28,-5.61,1743774.0,1.18,6218690.0,4.19,-4474916.0,-3.02,4949254.0,3.34,-6693025.0,-4.51
869,605098,行动教育,42.02,-4.63,1742217.0,0.78,18461541.0,8.25,-16719324.0,-7.47,-9876420.0,-4.41,8134205.0,3.63
870,300281,金明精机,4.89,-2.2,1733082.0,0.44,-614351.0,-0.16,2347433.0,0.6,3285827.0,0.84,-5018910.0,-1.29
871,002320,海峡股份,6.5,-2.84,1722776.0,0.28,13785033.0,2.25,-12062257.0,-1.97,616756.0,0.1,-2339531.0,-0.38
872,600881,亚泰集团,1.63,1.24,1718964.0,1.33,-11623155.0,-9.01,13342119.0,10.35,-1105907.0,-0.86,-613056.0,-0.48
873,300409,道氏技术,9.56,-6.0,1716568.0,0.51,-1840451.0,-0.55,3557019.0,1.06,11511605.0,3.42,-13228173.0,-3.93
874,002391,长青股份,5.21,-3.87,1715309.0,2.04,21895.0,0.03,1693414.0,2.01,-1191704.0,-1.41,-523605.0,-0.62
875,603500,祥和实业,10.43,-4.22,1713762.0,1.98,-739845.0,-0.85,2453607.0,2.83,5008627.0,5.78,-6722389.0,-7.75
876,603657,春光科技,11.4,-4.04,1712985.0,1.76,231380.0,0.24,1481605.0,1.52,466835.0,0.48,-2179820.0,-2.24
877,688531,日联科技,67.8,-10.02,1700473.0,1.07,6624326.0,4.15,-4923853.0,-3.09,695386.0,0.44,-2395859.0,-1.5
878,002489,浙江永强,2.63,-3.66,1675026.0,0.86,-212465.0,-0.11,1887491.0,0.97,-2957910.0,-1.53,1282886.0,0.66
879,688353,华盛锂电,23.69,-3.35,1674813.0,3.41,-645755.0,-1.32,2320568.0,4.73,-1641102.0,-3.35,-33715.0,-0.07
880,605286,同力日升,21.14,-6.71,1667797.0,0.6,1911379.0,0.69,-243582.0,-0.09,-5684366.0,-2.06,4016569.0,1.46
881,000544,中原环保,7.3,0.0,1663782.0,0.64,799947.0,0.31,863835.0,0.33,2363836.0,0.9,-4027617.0,-1.54
882,300314,戴维医疗,11.14,-9.14,1661752.0,0.81,1010252.0,0.49,651500.0,0.32,11960992.0,5.86,-13622743.0,-6.67
883,688337,普源精电,34.13,-10.07,1659503.0,0.94,1571847.0,0.89,87656.0,0.05,-4147291.0,-2.34,2487787.0,1.4
884,688217,睿昂基因,26.85,-9.81,1650814.0,2.11,-126349.0,-0.16,1777163.0,2.27,-1476400.0,-1.89,-174415.0,-0.22
885,002250,联化科技,5.98,-8.42,1633980.0,0.35,-9257605.0,-2.01,10891585.0,2.36,-5142779.0,-1.11,3508803.0,0.76
886,600060,海信视像,23.64,1.68,1626507.0,0.21,9611670.0,1.24,-7985163.0,-1.03,16598448.0,2.13,-18224953.0,-2.34
887,301356,天振股份,18.32,-3.58,1617855.0,0.49,-2055214.0,-0.63,3673069.0,1.12,-8897120.0,-2.71,7279267.0,2.22
888,600865,百大集团,6.81,-4.35,1613981.0,3.15,1408301.0,2.75,205680.0,0.4,-914180.0,-1.78,-699801.0,-1.37
